Citation,Manner,Cleaned_Citation
اعمل الخير لأصدقائك يزيدونك محبة، واعمل الخير لأعدائك ليصبحوا أصدقاءك.,Good Moral: مُحِبّ,"['اعمل', 'الخير', 'لأصدقائك', 'يزيدونك', 'محبة', 'اعمل', 'الخير', 'لأعدائك', 'ليصبحوا', 'أصدقااك']"
لا تكمُل أخلاق المرء إلّا إذا استوى عنده مدح الناس وذمهم إياه.,Sentiment: negative,"['تكمل', 'أخلاق', 'المرا', 'استوى', 'عنده', 'مدح', 'الناس', 'ذمهم']"
إذا استشارك عدوك فقدم له النصيحة، لأنه بالاستشارة قد خرج من معاداتك إلى موالاتك.,Good Moral: نَصِيح,"['استشارك', 'عدوك', 'فقدم', 'النصيحة', 'لأنه', 'بالاستشارة', 'خرج', 'معاداتك', 'موالاتك']"
اِصْحَب الناس بأي خلق شئت يصحبونك.,Sentiment: neutral,"['اصحب', 'الناس', 'بأي', 'خلق', 'شئت', 'يصحبونك']"
على الإنسان أن يكون رحيماً، لأن الرحمة تجمع بين البشر، وأن يكون أديباً لأن الأدب يوحد القلوب إذا تنافره.,Good Moral: الرحمة,"['الإنسان', 'يكون', 'رحيما', 'لأن', 'الرحمة', 'تجمع', 'البشر', 'يكون', 'أديبا', 'لأن', 'الأدب', 'يوحد', 'القلوب', 'تنافره']"
اذا تبقى بينك وبين الناس شعرة فلا تقطعها.,Sentiment: positive,"['تبقى', 'بينك', 'الناس', 'شعرة', 'تقطعها']"
شيئان يثيران في نفسي الإعجاب والاحترام: السماء ذات النجوم من فوقي، وسمو الأخلاق في نفسي.,Sentiment: positive,"['شيئان', 'يثيران', 'نفسي', 'الإعجاب', 'الاحترام', 'السماا', 'النجوم', 'فوقي', 'سمو', 'الأخلاق', 'نفسي']"
إياك والرضى عن نفسك فإنه يضطرك إلى الخمول، وإيّاك والعجب فإنّه يورطك في الحمق، وإياك والغرور فإنه يظهر للناس نقائصك كلها ولا يخفيها إلا عليك.,Blameworthy Moral: عَجَب,"['الرضى', 'نفسك', 'فإنه', 'يضطرك', 'الخمول', 'العجب', 'فإنه', 'يورطك', 'الحمق', 'الغرور', 'فإنه', 'يظهر', 'للناس', 'نقائصك', 'كلها', 'يخفيها']"
لا تنهى عن خلق وتأتي مثله، عار عليك إذا فعلت عظيم.,Sentiment: negative,"['تنهى', 'خلق', 'تأتي', 'مثله', 'عار', 'فعلت', 'عظيم']"
شق طريقك بابتسامتك خير من أن تشقه بسيفك.,Sentiment: positive,"['شق', 'طريقك', 'بابتسامتك', 'خير', 'تشقه', 'بسيفك']"
إذا لم يكن لديك شيء تعطيه للآخرين، فتصدق بالكلمة الطيبة، والابتسامة الصادقة، وخالق الناس بخلق حسن.,Sentiment: positive,"['يكن', 'لديك', 'شيا', 'تعطيه', 'للآخرين', 'فتصدق', 'بالكلمة', 'الطيبة', 'الابتسامة', 'الصادقة', 'خالق', 'الناس', 'بخلق', 'حسن']"
إذا قدرت على عدوك، فاجعل العفو عنه شكراً للقدرة عليه.,Good Moral: شُكْر,"['قدرت', 'عدوك', 'فاجعل', 'العفو', 'عنه', 'شكرا', 'للقدرة']"
السفر ميزان الأخلاق.,Sentiment: positive,"['السفر', 'ميزان', 'الأخلاق']"
ابدأ بإصلاح الأخلاق فإنّها أول الطريق.,Good Moral: إِصْلاح,"['ابدأ', 'بإصلاح', 'الأخلاق', 'فإنها', 'الطريق']"
الإرادة هي أم الأخلاق.,Sentiment: positive,"['الإرادة', 'الأخلاق']"
في البدء يكون الخبز، ثم تكون الأخلاق.,Sentiment: positive,"['البدا', 'يكون', 'الخبز', 'تكون', 'الأخلاق']"
أمران يحددان شخصيتك: صبرك حين لا تملك شيئاً، وتصرفاتك حين تملك كل شيء.,Good Moral: صَبْر,"['أمران', 'يحددان', 'شخصيتك', 'صبرك', 'تملك', 'شيئا', 'تصرفاتك', 'تملك', 'شيا']"
التمس لأخيك سبعين عذراً.,Sentiment: positive,"['التمس', 'لأخيك', 'عذرا']"
من أمارات الكرم الرحمة، ومن أمارات اللؤم القسوة.,Good Moral: الرحمة,"['أمارات', 'الكرم', 'الرحمة', 'أمارات', 'اللام', 'القسوة']"
إذا جاريت في خلقٍ دنيئاً، فأنت ومن تجارية سواء.,Sentiment: positive,"['جاريت', 'خلق', 'دنيئا', 'فأنت', 'تجارية', 'سواا']"
لا تقلل من شأن أحد فالكمال لله وحده، ولا تجاهر بعيوب الخلق وعيبك مدسوس.,Sentiment: positive,"['تقلل', 'شأن', 'فالكمال', 'لله', 'حده', 'تجاهر', 'بعيوب', 'الخلق', 'عيبك', 'مدسوس']"
ليست الأخلاق أن تكون صالحاً فحسب، بل أن تكون صالحاً لشيء ما.,Sentiment: positive,"['الأخلاق', 'تكون', 'صالحا', 'فحسب', 'تكون', 'صالحا', 'لشيا']"
لا تدع إصرارك وحماسك ينقلبان إلى عناد وجهل.,Sentiment: neutral,"['تدع', 'إصرارك', 'حماسك', 'ينقلبان', 'عناد', 'جهل']"
الأخلاق هي أساس الحياة وأساس النجاح لكل أمة.,Sentiment: positive,"['الأخلاق', 'أساس', 'الحياة', 'أساس', 'النجاح', 'لكل', 'أمة']"
لا تفتخر بما تحمله من شهادات فليست الشهادة دائما دليلاً على الثقافة الواسعة، لكن الدليل على ثقافتك يتجسد في كلامك وسلوكك.,Sentiment: positive,"['تفتخر', 'تحمله', 'شهادات', 'فليست', 'الشهادة', 'دائما', 'دليلا', 'الثقافة', 'الواسعة', 'الدليل', 'ثقافتك', 'يتجسد', 'كلامك', 'سلوكك']"
التربية الخُلقية أهم للإنسان من خُبزه وثوبه.,Sentiment: positive,"['التربية', 'الخلقية', 'أهم', 'للإنسان', 'خبزه', 'ثوبه']"
ازرع الخير حتى لو في المكان الخاطئ فسيظلُ خيراً وسيثمر يوماً ما.,Sentiment: positive,"['ازرع', 'الخير', 'المكان', 'الخاطئ', 'فسيظل', 'خيرا', 'سيثمر', 'يوما']"
العمل هو الوسيلة الوحيدة للتعبير عن الأخلاق.,Sentiment: positive,"['العمل', 'الوسيلة', 'الوحيدة', 'للتعبير', 'الأخلاق']"
لا مروءة لكذوب ، ولا ورع لسيء الخلق.,Good Moral: وَرَع,"['مرواة', 'لكذوب', 'رع', 'لسيا', 'الخلق']"
الخوف أبو الأخلاق. تفسد المؤسسات حين لا تكون قاعدتها الأخلاق.,Sentiment: negative,"['الخوف', 'الأخلاق', 'تفسد', 'الماسسات', 'تكون', 'قاعدتها', 'الأخلاق']"
على الإنسان أن ينظر لنفسه بتأمل وعمق قبل أن ينتقد الآخرين.,Sentiment: positive,"['الإنسان', 'ينظر', 'لنفسه', 'بتأمل', 'عمق', 'ينتقد', 'الآخرين']"
حسن الخلق أحد مراكب النجاة. أساس الأخلاق أن تمتنع نهائيا عن الكذب.,Blameworthy Moral: كِذْب,"['حسن', 'الخلق', 'مراكب', 'النجاة', 'أساس', 'الأخلاق', 'تمتنع', 'نهائيا', 'الكذب']"
لا تستعن بظالم على ظالم، حتى لا تكون فريسة للاثنين.,Sentiment: negative,"['تستعن', 'بظالم', 'ظالم', 'تكون', 'فريسة', 'للاثنين']"
بعض الأعمال الحسَنة الصغيرة، قَد تقيك عثراتْ الصِراط يوم القيامة، فَلا تَستَهينْ بهَا.,Sentiment: positive,"['الأعمال', 'الحسنة', 'الصغيرة', 'تقيك', 'عثرات', 'الصراط', 'يوم', 'القيامة', 'تستهين']"
قل الحق وإن كان عليك.,Sentiment: positive,"['قل', 'الحق']"
قال علي ابن أبي طالب: إن كان لا بدّ من العصبية، فليكن تعصبكم لمكارم الأخلاق ومحامد الأفعال.,Blameworthy Moral: تَعَصُّب,"['قال', 'علي', 'ابن', 'أبي', 'طالب', 'بد', 'العصبية', 'فليكن', 'تعصبكم', 'لمكارم', 'الأخلاق', 'محامد', 'الأفعال']"
صلاح أمرك للأخلاق مرجعه، فقوم النفس بالأخلاق تستقم.,Sentiment: positive,"['صلاح', 'أمرك', 'للأخلاق', 'مرجعه', 'فقوم', 'النفس', 'بالأخلاق', 'تستقم']"
إن الفعل الأخلاقي هو الذي تحسّ بعده بالراحة وغير الأخلاقي هو ما تحس بعده بعدم الراحة.,Good Moral: غَيْر,"['الفعل', 'الأخلاقي', 'تحس', 'بعده', 'بالراحة', 'الأخلاقي', 'تحس', 'بعده', 'بعدم', 'الراحة']"
كُن حكيماً له مبدأ فيحترمك الناس من أجله، ولا تكن سفيهاً خالياً من أي منطق فلا يُقيم الخَلق حديثك.,Sentiment: positive,"['حكيما', 'مبدأ', 'فيحترمك', 'الناس', 'أجله', 'تكن', 'سفيها', 'خاليا', 'منطق', 'يقيم', 'الخلق', 'حديثك']"
حسن الخلق يستر كثيراً من السيئات، كما أن سوء الخلق يغطي كثيراً من الحسنات.,Sentiment: positive,"['حسن', 'الخلق', 'يستر', 'السيئات', 'سوا', 'الخلق', 'يغطي', 'الحسنات']"
المرء بالأخلاق يسمو ذكره، وبها يفضل في الورى ويوقر.,Sentiment: positive,"['المرا', 'بالأخلاق', 'يسمو', 'ذكره', 'يفضل', 'الورى', 'يوقر']"
ليس عيباً أن تعترف بالخطأ، لكن العيب أن نعرف الخطأ ونسكت عليه.,Sentiment: negative,"['عيبا', 'تعترف', 'بالخطأ', 'العيب', 'نعرف', 'الخطأ', 'نسكت']"
إذا سُئل غيرك فلا تُجب فإنّ ذلك استخفاف بالسائل والمسؤول.,Good Moral: غَيْر,"['سئل', 'غيرك', 'تجب', 'استخفاف', 'بالسائل', 'المساول']"
ليس الكمال الأخلاقي الذي يبلغه المرء هو الذي يهمنا، بل الطريقة التي يبلغه بها.,Sentiment: positive,"['الكمال', 'الأخلاقي', 'يبلغه', 'المرا', 'يهمنا', 'الطريقة', 'يبلغه']"
المرويات أربع: العفاف، وإصلاح الحال، وحفظ الإخوان، وإعانة الجيران.,Good Moral: إِصْلاح,"['المرويات', 'العفاف', 'إصلاح', 'الحال', 'حفظ', 'الإخوان', 'إعانة', 'الجيران']"
لا تدع لسانك يشارك عينيك عند انتقاد عيوب الآخرين، فلا تنس أنهم مثلك لهم عيون وألسن.,Sentiment: positive,"['تدع', 'لسانك', 'يشارك', 'عينيك', 'انتقاد', 'عيوب', 'الآخرين', 'تنس', 'أنهم', 'مثلك', 'عيون', 'ألسن']"
الأخلاق شجرة تنمو وتترعرع كلما سقيت بماء المحبة والوفاء، وهي نجمة تزهو وتتألق في سماء الأُخوة والصفاء، وهي جسر ترسو عليه سفن المحبة والوفاء.,Good Moral: مُحِبّ,"['الأخلاق', 'شجرة', 'تنمو', 'تترعرع', 'سقيت', 'بماا', 'المحبة', 'الوفاا', 'نجمة', 'تزهو', 'تتألق', 'سماا', 'الأخوة', 'الصفاا', 'جسر', 'ترسو', 'سفن', 'المحبة', 'الوفاا']"
لا تخجل من إعطاء القليل فإنّ الحرمان أقل منه.,Sentiment: positive,"['تخجل', 'إعطاا', 'القليل', 'الحرمان']"
اصحب الناس بمكارم الأخلاق، فإنّ الثواء بينهم قليل.,Sentiment: positive,"['اصحب', 'الناس', 'بمكارم', 'الأخلاق', 'الثواا', 'بينهم', 'قليل']"
ما قُرن شيء إلى شيء أفضل من إخلاص إلى تقوى، ومن حِلم إلى عِلم، ومن صِدق إلى عمل، فهي زينة الأخلاق ومنبت الفضائل.,Good Moral: حُلُم,"['قرن', 'شيا', 'شيا', 'أفضل', 'إخلاص', 'تقوى', 'حلم', 'صدق', 'عمل', 'فهي', 'زينة', 'الأخلاق', 'منبت', 'الفضائل']"
الوجه المصون بالحياء كالجوهر المكنون في الوعاء.,Good Moral: حَياء,"['الوجه', 'المصون', 'بالحياا', 'كالجوهر', 'المكنون', 'الوعاا']"
احرص على أن يكون الوجه الذي تراه في المرآة كل صباح مشرقاً، فقد لا تراه بقية اليوم، ولكن الاخرين سوف يرونه.,Sentiment: positive,"['احرص', 'يكون', 'الوجه', 'تراه', 'المرآة', 'مشرقا', 'فقد', 'تراه', 'بقية', 'اليوم', 'الاخرين', 'يرونه']"
لا تيأسوا فليس اليأس من أخلاق المسلمين,Sentiment: neutral,"['تيأسوا', 'فليس', 'اليأس', 'أخلاق', 'المسلمين']"
المعاملة الطيبة، جواز المرور إلى قلوب الآخرين.,Sentiment: positive,"['المعاملة', 'الطيبة', 'جواز', 'المرور', 'قلوب', 'الآخرين']"
تصرف دائماً بشكل جيد، سوف تسر البعض وتدهش الآخرين.,Sentiment: positive,"['تصرف', 'دائما', 'بشكل', 'جيد', 'تسر', 'البعض', 'تدهش', 'الآخرين']"
الأخلاق أولاً ثم العلم والكفاءة، هذا هو مفتاح السعادة للأفراد والحكومات والجماهير.,Sentiment: positive,"['الأخلاق', 'أولا', 'العلم', 'الكفااة', 'مفتاح', 'السعادة', 'للأفراد', 'الحكومات', 'الجماهير']"
يعنى العقل بالحقيقة، وتهتم الأخلاق بالواجب، أما الذوق فإنه يوصلنا إلى الفن والجمال.,Sentiment: positive,"['يعنى', 'العقل', 'بالحقيقة', 'تهتم', 'الأخلاق', 'بالواجب', 'الذوق', 'فإنه', 'يوصلنا', 'الفن', 'الجمال']"
