Citation,Manner,Cleaned_Citation,Stemmed_tokens,Tokenized_Citation
لا تظن أن الاجتهاد شقاء، فا لاشيء يشقي الناس أكثر.,Sentiment: neutral,"['تظن', 'الاجتهاد', 'شقاا', 'فا', 'لاشيا', 'يشقي', 'الناس']",ظن ٱجتهاد شقاا فا لاشي شقى ناس,"['ظن', 'ٱجتهاد', 'شقاا', 'فا', 'لاشي', 'شقى', 'ناس']"
الاجتهاد يرفع الناس مكان علياً.,Sentiment: positive,"['الاجتهاد', 'يرفع', 'الناس', 'مكان', 'عليا']",ٱجتهاد رفع ناس مكان علي,"['ٱجتهاد', 'رفع', 'ناس', 'مكان', 'علي']"
لا خير فيمن لا يسعى من أجل ما يحب.,Sentiment: positive,"['خير', 'فيمن', 'يسعى', 'يحب']",خير يمن سعى حب,"['خير', 'يمن', 'سعى', 'حب']"
النجاح ثمرة الجهد، والمجتهد هو الفائز دائماً.,Sentiment: positive,"['النجاح', 'ثمرة', 'الجهد', 'المجتهد', 'الفائز', 'دائما']",نجاح ثمر جهد مجتهد فائز دائم,"['نجاح', 'ثمر', 'جهد', 'مجتهد', 'فائز', 'دائم']"
كل منا يحتاج إلى طاقة كبيرة، تساعده على القيام بأعمال عظيمة، فلا بد أن يستمدها من ذاته.,Sentiment: positive,"['منا', 'يحتاج', 'طاقة', 'كبيرة', 'تساعده', 'القيام', 'بأعمال', 'عظيمة', 'بد', 'يستمدها', 'ذاته']",من حتاج طاق كبير ساعد قيام أعمال عظيم بد ستمد ذات,"['من', 'حتاج', 'طاق', 'كبير', 'ساعد', 'قيام', 'أعمال', 'عظيم', 'بد', 'ستمد', 'ذات']"
المجهود الذي يوصلك بطيئاً، خير من الانتظار على أعتاب الصدف.,Sentiment: positive,"['المجهود', 'يوصلك', 'بطيئا', 'خير', 'الانتظار', 'أعتاب', 'الصدف']",مجهود وصل بطيئ خير ٱنتظار أعتاب صدف,"['مجهود', 'وصل', 'بطيئ', 'خير', 'ٱنتظار', 'أعتاب', 'صدف']"
الاجتهاد عظيم، حين يجتمع مع التوفيق والتنظيم.,Sentiment: positive,"['الاجتهاد', 'عظيم', 'يجتمع', 'التوفيق', 'التنظيم']",ٱجتهاد عظيم جتمع توفيق تنظيم,"['ٱجتهاد', 'عظيم', 'جتمع', 'توفيق', 'تنظيم']"
يستحق أن ينجح، من اجتهد وأمن بذاته.,Sentiment: positive,"['يستحق', 'ينجح', 'اجتهد', 'أمن', 'بذاته']",ستحق نجح ٱجتهد أمن بذأ,"['ستحق', 'نجح', 'ٱجتهد', 'أمن', 'بذأ']"
الجهد المبذول من أجل إسعاد النفس ملاذ.,Sentiment: positive,"['الجهد', 'المبذول', 'إسعاد', 'النفس', 'ملاذ']",جهد مبذول إسعاد نفس ملاذ,"['جهد', 'مبذول', 'إسعاد', 'نفس', 'ملاذ']"
الكسل لا يجدي، العمل وحده من يأتي بالخيرات.,Sentiment: positive,"['الكسل', 'يجدي', 'العمل', 'حده', 'يأتي', 'بالخيرات']",كسل جدى عمل حد أتي خير,"['كسل', 'جدى', 'عمل', 'حد', 'أتي', 'خير']"
اليد التي اعتادت على العمل، لا تؤمن بالصدف ولا الحظ.,Sentiment: negative,"['اليد', 'اعتادت', 'العمل', 'تامن', 'بالصدف', 'الحظ']",يد ٱعتاد عمل أمن صدف لحظ,"['يد', 'ٱعتاد', 'عمل', 'أمن', 'صدف', 'لحظ']"
بارك يداك بالعمل، وبارك عملك بإتقانه.,Sentiment: positive,"['بارك', 'يداك', 'بالعمل', 'بارك', 'عملك', 'بإتقانه']",بار يد عمل بار عمل إتقان,"['بار', 'يد', 'عمل', 'بار', 'عمل', 'إتقان']"
ثلاث أن فعلهم الإنسان أطمأن، أطاع ربه، وبر والديه، وأتقن عمله.,Sentiment: positive,"['فعلهم', 'الإنسان', 'أطمأن', 'أطاع', 'ربه', 'بر', 'الديه', 'أتقن', 'عمله']",فعل إنسان أطم أطاع رب بر ألد أتقن عمل,"['فعل', 'إنسان', 'أطم', 'أطاع', 'رب', 'بر', 'ألد', 'أتقن', 'عمل']"
جهد قليل متقن، خير من جهد بلا إتقان.,Sentiment: positive,"['جهد', 'قليل', 'متقن', 'خير', 'جهد', 'بلا', 'إتقان']",جهد قليل متقن خير جهد بل إتقان,"['جهد', 'قليل', 'متقن', 'خير', 'جهد', 'بل', 'إتقان']"
العلم نور يستطع في الصدر وينيره.,Sentiment: positive,"['العلم', 'نور', 'يستطع', 'الصدر', 'ينيره']",علم نور ستطع صدر نير,"['علم', 'نور', 'ستطع', 'صدر', 'نير']"
لا خير في مال دون علم، ولا عمل دون علم، فالعلم المقوم الأول للثراء.,Sentiment: positive,"['خير', 'مال', 'عمل', 'فالعلم', 'المقوم', 'الأول', 'للثراا']",خير مال عمل علم مقوم أول للثراا,"['خير', 'مال', 'عمل', 'علم', 'مقوم', 'أول', 'للثراا']"
العلم يسعد، والجهل يشقي.,Sentiment: positive,"['العلم', 'يسعد', 'الجهل', 'يشقي']",علم سعد جهل شقى,"['علم', 'سعد', 'جهل', 'شقى']"
من تعلم العلم واجتهد فيه، فاز بالدنيا والأخرة.,Sentiment: positive,"['تعلم', 'العلم', 'اجتهد', 'فاز', 'بالدنيا', 'الأخرة']",تعلم علم ٱجتهد فاز دنيا آخر,"['تعلم', 'علم', 'ٱجتهد', 'فاز', 'دنيا', 'آخر']"
خير العلوم علم القرآن والسنة، فعلموه لأولادكم.,Sentiment: positive,"['خير', 'العلوم', 'القرآن', 'السنة', 'فعلموه', 'لأولادكم']",خير علوم قرآن ألس علم أولاد,"['خير', 'علوم', 'قرآن', 'ألس', 'علم', 'أولاد']"
الله يحب العلماء، فتعلموا.,Sentiment: positive,"['الله', 'يحب', 'العلماا', 'فتعلموا']",الله حب العلماا تعلم,"['الله', 'حب', 'العلماا', 'تعلم']"
اجتهدوا من أجل أن تكونوا ذي علم.,Sentiment: positive,"['اجتهدوا', 'تكونوا']",ٱجتهد تكون,"['ٱجتهد', 'تكون']"
لا تتحدث كثيراً بل اجتهد فقط.,Sentiment: positive,"['تتحدث', 'اجتهد', 'فقط']",تحدث ٱجتهد فقط,"['تحدث', 'ٱجتهد', 'فقط']"
من عمل خيراً سيراه خير، فأعمل واجتهد وثق بالانتصار.,Sentiment: positive,"['عمل', 'خيرا', 'سيراه', 'خير', 'فأعمل', 'اجتهد', 'ثق', 'بالانتصار']",عمل خير سير خير أعمل ٱجتهد ثق ٱنتصار,"['عمل', 'خير', 'سير', 'خير', 'أعمل', 'ٱجتهد', 'ثق', 'ٱنتصار']"
أن تؤمن بنفسك، أهم من يؤمن العالم بك.,Sentiment: positive,"['تامن', 'بنفسك', 'أهم', 'يامن', 'العالم']",أمن نفس أهم أمن عالم,"['أمن', 'نفس', 'أهم', 'أمن', 'عالم']"
العمل أعظم العبادات، وإتقانه أعظم الخلق.,Sentiment: positive,"['العمل', 'أعظم', 'العبادات', 'إتقانه', 'أعظم', 'الخلق']",عمل أعظم عباد إتقان أعظم خلق,"['عمل', 'أعظم', 'عباد', 'إتقان', 'أعظم', 'خلق']"
أبذل كافة جهودك لكي تصل، وإن لم تصل، فيكفيك شرف المحاولة.,Sentiment: positive,"['أبذل', 'كافة', 'جهودك', 'تصل', 'تصل', 'فيكفيك', 'شرف', 'المحاولة']",بذل كاف جهود صل صل كفي شرف محاول,"['بذل', 'كاف', 'جهود', 'صل', 'صل', 'كفي', 'شرف', 'محاول']"
الإتقان أعظم الأعمال التي يفعلها الإنسان في عمره.,Sentiment: positive,"['الإتقان', 'أعظم', 'الأعمال', 'يفعلها', 'الإنسان', 'عمره']",إتقان أعظم أعمال فعل إنسان عمر,"['إتقان', 'أعظم', 'أعمال', 'فعل', 'إنسان', 'عمر']"
النجاح هدف سامي، لابد أن يدعم بمجهود قيم.,Sentiment: positive,"['النجاح', 'هدف', 'سامي', 'لابد', 'يدعم', 'بمجهود', 'قيم']",نجاح هدف سام أبد دعم مجهود قيم,"['نجاح', 'هدف', 'سام', 'أبد', 'دعم', 'مجهود', 'قيم']"
العلم خير داعم للجهد.,Sentiment: positive,"['العلم', 'خير', 'داعم', 'للجهد']",علم خير داعم جهد,"['علم', 'خير', 'داعم', 'جهد']"
من يجيد الشيء، خير مما يتعلمه دون عمل.,Sentiment: positive,"['يجيد', 'الشيا', 'خير', 'يتعلمه', 'عمل']",جيد الشيا خير تعلم عمل,"['جيد', 'الشيا', 'خير', 'تعلم', 'عمل']"
لكل منا دوراً في الحياة، فمن أتقنه قد فاز.,Sentiment: positive,"['لكل', 'منا', 'دورا', 'الحياة', 'أتقنه', 'فاز']",كل من دور ألحي أتقن فاز,"['كل', 'من', 'دور', 'ألحي', 'أتقن', 'فاز']"
العمل بجد خيراً من المكوث دون عمل أبداً.,Sentiment: positive,"['العمل', 'بجد', 'خيرا', 'المكوث', 'عمل']",عمل جد خير مكوث عمل,"['عمل', 'جد', 'خير', 'مكوث', 'عمل']"
أن تنام ليلاً مرهق، خير من أن لا تنام من كثرة الراحة.,Sentiment: positive,"['تنام', 'ليلا', 'مرهق', 'خير', 'تنام', 'كثرة', 'الراحة']",تنام ليل مرهق خير تنام كثر راح,"['تنام', 'ليل', 'مرهق', 'خير', 'تنام', 'كثر', 'راح']"
ساذج من ظن أن العمل يرهقه والكسل يريحه.,Sentiment: negative,"['ساذج', 'ظن', 'العمل', 'يرهقه', 'الكسل', 'يريحه']",ساذج ظن عمل رهق كسل ريح,"['ساذج', 'ظن', 'عمل', 'رهق', 'كسل', 'ريح']"
ينجح المرء حين يحارب من أجل الوصول.,Sentiment: positive,"['ينجح', 'المرا', 'يحارب', 'الوصول']",نجح مرآ حارب وصول,"['نجح', 'مرآ', 'حارب', 'وصول']"
تأكد أن النجاح دائماً، مكافأة يستحقها الساعون.,Sentiment: positive,"['تأكد', 'النجاح', 'دائما', 'مكافأة', 'يستحقها', 'الساعون']",تأكد نجاح دائم مكافا ستحق ساع,"['تأكد', 'نجاح', 'دائم', 'مكافا', 'ستحق', 'ساع']"
لن يشبع المرء سوى عمله.,Sentiment: positive,"['يشبع', 'المرا', 'عمله']",شبع مرآ عمل,"['شبع', 'مرآ', 'عمل']"
قيمة الأشياء تكمن في صعوبة الحصول عليها.,Sentiment: negative,"['قيمة', 'الأشياا', 'تكمن', 'صعوبة', 'الحصول', 'عليها']",قيم الأشياا تكمن صعوب حصول علي,"['قيم', 'الأشياا', 'تكمن', 'صعوب', 'حصول', 'علي']"
تعلم أن قدر ما تعطي الأشياء تعطيك، فمن يتقن الشيء، يأتيه كاملاً.,Sentiment: positive,"['تعلم', 'قدر', 'تعطي', 'الأشياا', 'تعطيك', 'يتقن', 'الشيا', 'يأتيه', 'كاملا']",تعلم قدر عط الأشياا عطي تق الشيا أتي كامل,"['تعلم', 'قدر', 'عط', 'الأشياا', 'عطي', 'تق', 'الشيا', 'أتي', 'كامل']"
المجاهدون وحدهم من يعرفوا قيمة الانتصار.,Sentiment: positive,"['المجاهدون', 'حدهم', 'يعرفوا', 'قيمة', 'الانتصار']",مجاهد حد عرف قيم ٱنتصار,"['مجاهد', 'حد', 'عرف', 'قيم', 'ٱنتصار']"
أفعل الخير في نفسك أولاً، وحارب من أجل ما تحب.,Sentiment: positive,"['أفعل', 'الخير', 'نفسك', 'أولا', 'حارب', 'تحب']",أفعل خير نفس أول حارب حب,"['أفعل', 'خير', 'نفس', 'أول', 'حارب', 'حب']"
ساذج من ظن أن الحظ وحده سيفعل له ما يريد.,Sentiment: negative,"['ساذج', 'ظن', 'الحظ', 'حده', 'سيفعل', 'يريد']",ساذج ظن لحظ حد فعل ريد,"['ساذج', 'ظن', 'لحظ', 'حد', 'فعل', 'ريد']"
تذكر بأن الحياة دار سباق وبأننا في سباقٍ دائم مع أنفسنا، وليس مع الآخرين، لذلك فقط ركز على أن تكون أنت فقط وتطور من ذاتك .,Sentiment: positive,"['تذكر', 'بأن', 'الحياة', 'دار', 'سباق', 'بأننا', 'سباق', 'دائم', 'أنفسنا', 'الآخرين', 'لذلك', 'فقط', 'ركز', 'تكون', 'فقط', 'تطور', 'ذاتك']",تذكر بأن ألحي دار سباق بأن سباق دائم أنفس آخر لذلك فقط ركز تكون فقط تطور ذات,"['تذكر', 'بأن', 'ألحي', 'دار', 'سباق', 'بأن', 'سباق', 'دائم', 'أنفس', 'آخر', 'لذلك', 'فقط', 'ركز', 'تكون', 'فقط', 'تطور', 'ذات']"
أن تأتي لحظات من شدةِ امتناننا نُغمر الأرض بدموعنا.,Sentiment: positive,"['تأتي', 'لحظات', 'شدة', 'امتناننا', 'نغمر', 'الأرض', 'بدموعنا']",تأتى لحظ شد امتناننا غمر أرض دموع,"['تأتى', 'لحظ', 'شد', 'امتناننا', 'غمر', 'أرض', 'دموع']"
كن دائماً على يقين أنك تستطيع، وأن الوصول ليس إحتمال وإنما نتيجة حتمية لسعيك.,Sentiment: positive,"['دائما', 'يقين', 'أنك', 'تستطيع', 'الوصول', 'إحتمال', 'نتيجة', 'حتمية', 'لسعيك']",دائم يقين آن ستطيع وصول ٱحتمال نتيج حتمي سعي,"['دائم', 'يقين', 'آن', 'ستطيع', 'وصول', 'ٱحتمال', 'نتيج', 'حتمي', 'سعي']"
المجتهد وحده له الأحقية في الوصول مبكراً.,Sentiment: positive,"['المجتهد', 'حده', 'الأحقية', 'الوصول', 'مبكرا']",مجتهد حد أحقي وصول مبكر,"['مجتهد', 'حد', 'أحقي', 'وصول', 'مبكر']"
لا أحد يعرف مدى الشقاء الذي ستواجه، ولكن الجميع سيتمنى أن يصافحك.,Sentiment: positive,"['يعرف', 'مدى', 'الشقاا', 'ستواجه', 'الجميع', 'سيتمنى', 'يصافحك']",عرف مد الشقاا واجه جميع تم صافح,"['عرف', 'مد', 'الشقاا', 'واجه', 'جميع', 'تم', 'صافح']"
أجتهد للحد الذي يجعل الجميع يتمنى لقائك.,Sentiment: positive,"['أجتهد', 'للحد', 'يجعل', 'الجميع', 'يتمنى', 'لقائك']",ٱجتهد لحد جعل جميع تم لقائ,"['ٱجتهد', 'لحد', 'جعل', 'جميع', 'تم', 'لقائ']"
كل الناجحون، حتماً مروا على الشوك في الطريق.,Sentiment: negative,"['الناجحون', 'حتما', 'مروا', 'الشوك', 'الطريق']",ناجح حتم مر شوك طريق,"['ناجح', 'حتم', 'مر', 'شوك', 'طريق']"
لا تظن أن هناك مستحيل، فالاجتهاد وحده يجعلك قادر على العبور.,Sentiment: positive,"['تظن', 'مستحيل', 'فالاجتهاد', 'حده', 'يجعلك', 'قادر', 'العبور']",ظن مستحيل ٱجتهاد حد جعل قادر عبور,"['ظن', 'مستحيل', 'ٱجتهاد', 'حد', 'جعل', 'قادر', 'عبور']"
